Species,Block,Latitude,Longitude,AddressAccuracy,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Month,Day,Tavg_Lag7,DewPoint_Lag7,WetBulb_Lag7,PrecipTotal_Lag7,SeaLevel_Lag7,Tavg_Lag14,DewPoint_Lag14,WetBulb_Lag14,PrecipTotal_Lag14,SeaLevel_Lag14,Tavg_Lag21,DewPoint_Lag21,WetBulb_Lag21,PrecipTotal_Lag21,SeaLevel_Lag21,Tavg_Lag28,DewPoint_Lag28,WetBulb_Lag28,PrecipTotal_Lag28,SeaLevel_Lag28,Tavg_Lag35,DewPoint_Lag35,WetBulb_Lag35,PrecipTotal_Lag35,SeaLevel_Lag35
CULEX RESTUANS,11,41.896282,-87.655232,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,22,41.921965,-87.632085,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,22,41.921965,-87.632085,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,17,41.720848,-87.666014,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,17,41.720848,-87.666014,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,75,42.01743,-87.687769,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,75,42.01743,-87.687769,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,36,41.944869,-87.832763,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,36,41.944869,-87.832763,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,36,41.944869,-87.832763,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,58,41.986921,-87.689778,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,50,41.801498,-87.763416,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,50,41.801498,-87.763416,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX TERRITANS,50,41.801498,-87.763416,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,14,41.906638,-87.701431,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,14,41.906638,-87.701431,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,10,41.723195,-87.64997,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,11,41.868077,-87.666901,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,11,41.868077,-87.666901,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,42,41.662014,-87.724608,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,42,41.662014,-87.724608,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0
CULEX TERRITANS,42,41.662014,-87.724608,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,43,41.878114,-87.629798,3,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,43,41.878114,-87.629798,3,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,28,41.932094,-87.700117,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0
CULEX RESTUANS,28,41.932094,-87.700117,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,70,41.916265,-87.800515,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,74.0,62.0,67.0,  T,30.0
CULEX PIPIENS/RESTUANS,70,41.916265,-87.800515,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,70,41.916265,-87.800515,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX SALINARIUS,70,41.916265,-87.800515,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,25,41.846075,-87.716277,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,37,41.948167,-87.730698,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,37,41.948167,-87.730698,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,45,41.963976,-87.69181,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,46,41.964242,-87.757639,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,46,41.964242,-87.757639,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS,46,41.964242,-87.757639,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,70,42.008314,-87.777921,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,70,42.008314,-87.777921,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,11,41.868142,-87.696269,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,11,41.868142,-87.696269,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,11,41.868142,-87.696269,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,12,42.010412,-87.66214,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,10,41.89923,-87.716788,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,10,41.89923,-87.716788,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,33,41.94016,-87.794896,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,11,41.903002,-87.688267,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,11,41.903002,-87.688267,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX TERRITANS,11,41.903002,-87.688267,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,33,41.704336,-87.703736,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,17,41.911824,-87.726737,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,22,41.801179,-87.679447,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,22,41.801179,-87.679447,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,52,41.778297,-87.752411,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,52,41.778297,-87.752411,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,10,41.773215,-87.60088,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,39,41.822536,-87.666343,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,77,41.754676,-87.612922,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX TERRITANS,77,41.754676,-87.612922,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,40,41.821582,-87.627796,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,50,41.803423,-87.642984,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,50,41.803423,-87.642984,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,79,41.754292,-87.590773,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,52,41.798697,-87.736812,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,52,41.798697,-87.736812,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,52,41.798697,-87.736812,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS,52,41.798697,-87.736812,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,63,41.776156,-87.778927,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,37,41.82561,-87.726549,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,37,41.82561,-87.726549,9,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,12,41.673408,-87.599862,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,12,41.673408,-87.599862,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,12,41.673408,-87.599862,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,10,41.726465,-87.585413,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,10,41.726465,-87.585413,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX TERRITANS,10,41.726465,-87.585413,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,13,41.678618,-87.559308,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,13,41.678618,-87.559308,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX TERRITANS,13,41.678618,-87.559308,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX RESTUANS,13,41.740641,-87.546587,5,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
CULEX PIPIENS/RESTUANS,37,41.680946,-87.535198,8,0,88,71,80,71,74,0.39,29.12,29.82,5.5,25,8.5,7,11,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82,80.0,71.0,74.0,0.39,29.82
