Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2009-06-23,1,94,71,83,13,69,73,0,18,1931,1931, ,0,M,0.0,0.00,29.16,29.87,1.8,14,3.5
2009-06-24,1,94,75,85,14,68,73,0,20,1931,1931,TSRA,0,M,0.0,0.04,29.16,29.87,1.9,22,5.8
2009-06-25,1,94,75,85,14,69,73,0,20,1931,1931, ,0,M,0.0,  T,29.08,29.8,2.4,32,4.9
2009-06-27,1,89,62,76, 5,61,67,0,11,1931,1931,TS RA,0,M,0.0,0.30,29.1,29.82,5.1,21,6.9
2009-06-28,1,83,66,75, 4,53,62,0,10,1931,1931, ,0,M,0.0,0.00,29.0,29.73,13.2,29,13.6
2009-06-29,1,77,63,70,-1,54,61,0,5,1931,1931, ,0,M,0.0,0.00,28.89,29.6,12.2,30,12.7
2009-06-30,1,66,59,63,-9,53,57,2,0,1931,1931, ,0,M,0.0,0.00,28.95,29.65,8.9,30,9.1
2009-07-01,1,65,57,61,-11,52,56,4,0,1931,1931,RA DZ,0,M,0.0,  T,29.07,29.77,8.2,32,8.7
2009-07-02,1,73,59,66,-6,54,60,0,1,1931,1931, ,0,M,0.0,0.00,29.26,29.95,8.4,31,8.8
2009-07-03,1,79,63,71,-1,56,62,0,6,1931,1931, ,0,M,0.0,0.00,29.36,30.06,1.2,34,5.8
2009-07-04,1,69,59,64,-8,58,61,1,0,1930,1930,RA BR FU,0,M,0.0,0.20,29.26,29.99,1.8,13,3.8
2009-07-05,1,81,57,69,-3,58,63,0,4,1930,1930,RA BR HZ,0,M,0.0,0.05,29.2,29.92,0.7,34,2.4
2009-07-06,1,86,60,73, 1,54,62,0,8,1930,1930, ,0,M,0.0,0.00,29.14,29.86,7.5,31,7.8
2009-07-07,1,77,59,68,-4,54,60,0,3,1930,1930,RA,0,M,0.0,  T,29.18,29.89,5.9,7,7.0
2009-07-08,1,65,61,63,-10,56,59,2,0,1929,1929,RA,0,M,0.0,0.06,29.28,29.99,6.8,6,7.0
2009-07-09,1,79,59,69,-4,57,63,0,4,1929,1929, ,0,M,0.0,0.00,29.35,30.07,5.8,11,6.9
2009-07-10,1,82,63,73, 0,64,67,0,8,1929,1929,RA BR,0,M,0.0,0.08,29.34,30.06,4.4,21,4.9
2009-07-11,1,85,63,74, 1,59,65,0,9,1928,1928,TSRA BR HZ,0,M,0.0,0.25,29.34,30.04,4.8,31,7.0
2009-07-12,1,82,58,70,-3,51,60,0,5,1928,1928, ,0,M,0.0,0.00,29.35,30.07,2.9,29,5.7
2009-07-13,1,79,61,70,-3,46,57,0,5,1927,1927, ,0,M,0.0,0.00,29.36,30.07,4.8,7,5.8
2009-07-14,1,80,55,68,-5,51,59,0,3,1927,1927, ,0,M,0.0,0.00,29.34,30.07,6.7,16,7.5
2009-07-15,1,85,65,75, 1,62,67,0,10,1926,1926,BR,0,M,0.0,0.68,29.18,29.9,10.0,24,12.4
2009-07-16,1,80,64,72,-2,56,62,0,7,1925,1925, ,0,M,0.0,  T,29.17,29.89,9.9,28,10.8
2009-07-17,1,70,57,64,-10,51,56,1,0,1925,1925, ,0,M,0.0,0.00,29.15,29.87,10.6,30,10.8
2009-07-18,1,72,57,65,-9,52,57,0,0,1924,1924, ,0,M,0.0,0.00,29.31,30.01,8.1,31,8.2
2009-07-19,1,71,57,64,-10,52,58,1,0,1923,1923, ,0,M,0.0,0.00,29.39,30.11,1.3,36,4.0
2009-07-20,1,76,55,66,-8,55,60,0,1,1923,1923, ,0,M,0.0,0.00,29.36,30.09,5.1,9,5.5
2009-07-21,1,80,58,69,-5,57,62,0,4,1922,1922,RA DZ,0,M,0.0,0.04,29.28,30.01,3.1,13,5.8
2009-07-22,1,78,63,71,-3,61,64,0,6,1921,1921,BR HZ,0,M,0.0,  T,29.23,29.95,3.5,3,5.0
2009-07-23,1,82,62,72,-2,58,63,0,7,1920,1920,TS BR HZ,0,M,0.0,0.00,29.21,29.93,2.6,32,5.0
2009-07-24,1,83,61,72,-2,59,64,0,7,1919,1919,TSRA RA,0,M,0.0,0.14,29.08,29.83,8.9,23,9.8
2009-07-25,1,81,66,74, 0,58,64,0,9,1918,1918, ,0,M,0.0,0.00,29.02,29.73,10.6,28,11.1
2009-07-26,1,82,63,73,-1,58,64,0,8,1918,1918,RA,0,M,0.0,  T,29.13,29.82,8.0,29,8.6
2009-07-27,1,84,64,74, 0,61,66,0,9,1917,1917,RA,0,M,0.0,0.02,29.13,29.86,9.3,23,10.1
2009-07-28,1,84,66,75, 1,60,66,0,10,1916,1916,RA,0,M,0.0,0.01,29.08,29.78,6.4,28,8.0
2009-07-29,1,81,62,72,-2,51,59,0,7,1915,1915, ,0,M,0.0,0.00,29.13,29.84,4.2,35,7.1
2009-07-30,1,79,59,69,-5,57,62,0,4,1914,1914, ,0,M,0.0,  T,29.15,29.85,4.4,23,5.5
2009-07-31,1,81,58,70,-4,54,61,0,5,1913,1913, ,0,M,0.0,0.00,29.23,29.94,6.2,26,7.3
2009-08-01,1,75,61,68,-5,59,62,0,3,1911,1911,RA,0,M,0.0,  T,29.18,29.91,11.6,22,11.4
2009-08-02,1,78,57,68,-5,51,59,0,3,1910,1910, ,0,M,0.0,0.00,29.2,29.93,6.8,25,9.6
2009-08-03,1,84,67,76, 3,60,66,0,11,1909,1909, ,0,M,0.0,0.07,29.1,29.82,12.2,21,12.4
2009-08-04,1,85,67,76, 3,61,67,0,11,1908,1908,BR,0,M,0.0,0.00,29.17,29.87,2.5,2,5.8
2009-08-05,1,79,61,70,-3,54,61,0,5,1907,1907, ,0,M,0.0,0.00,29.34,30.05,2.9,6,4.2
2009-08-06,1,82,60,71,-2,51,60,0,6,1906,1906, ,0,M,0.0,0.00,29.39,30.09,1.4,6,5.4
2009-08-07,1,74,64,69,-4,59,63,0,4,1904,1904,RA BR,0,M,0.0,0.33,29.36,30.09,7.3,15,7.8
2009-08-08,1,89,68,79, 6,70,73,0,14,1903,1903,RA BR,0,M,0.0,0.02,29.2,29.92,12.9,21,13.6
2009-08-09,1,91,77,84,11,71,74,0,19,1902,1902, ,0,M,0.0,0.18,29.23,29.94,11.6,23,12.9
2009-08-10,1,85,70,78, 5,65,69,0,13,1900,1900, ,0,M,0.0,0.00,29.24,29.95,6.9,26,7.2
2009-08-11,1,82,62,72,-1,61,66,0,7,1859,1859, ,0,M,0.0,0.00,29.3,30.0,6.3,2,8.0
2009-08-12,1,83,60,72,-1,55,62,0,7,1858,1858, ,0,M,0.0,0.00,29.39,30.09,3.7,4,5.9
2009-08-13,1,86,60,73, 0,55,63,0,8,1856,1856, ,0,M,0.0,0.00,29.38,30.1,1.5,14,3.8
2009-08-14,1,88,63,76, 4,59,66,0,11,1855,1855, ,0,M,0.0,0.00,29.38,30.1,5.4,21,5.7
2009-08-15,1,89,67,78, 6,61,67,0,13,1854,1854, ,0,M,0.0,0.00,29.32,30.04,8.7,19,8.9
2009-08-16,1,88,70,79, 7,67,70,0,14,1852,1852,TSRA,0,M,0.0,0.63,29.27,29.99,9.5,20,10.2
2009-08-17,1,83,70,77, 5,68,70,0,12,1851,1851,TSRA RA BR,0,M,0.0,0.33,29.28,30.0,4.6,22,5.8
2009-08-18,1,83,65,74, 2,59,65,0,9,1849,1849, ,0,M,0.0,0.00,29.28,29.99,7.5,27,8.1
2009-08-19,1,83,59,71, 0,60,65,0,6,1848,1848,RA,0,M,0.0,0.35,29.08,29.83,5.7,16,8.7
2009-08-20,1,78,64,71, 0,61,65,0,6,1846,1846,RA,0,M,0.0,0.07,28.93,29.66,12.1,23,12.5
2009-08-21,1,73,59,66,-5,58,61,0,1,1845,1845,RA,0,M,0.0,0.16,29.07,29.75,7.7,27,10.7
2009-08-22,1,68,57,63,-8,52,56,2,0,1843,1843, ,0,M,0.0,0.00,29.31,30.0,7.8,1,9.4
2009-08-23,1,74,56,65,-6,53,58,0,0,1842,1842, ,0,M,0.0,0.00,29.38,30.09,2.7,2,6.4
2009-08-24,1,79,54,67,-4,56,61,0,2,1840,1840, ,0,M,0.0,0.00,29.41,30.13,3.8,21,5.1
2009-08-25,1,83,59,71, 1,61,65,0,6,1839,1839, ,0,M,0.0,0.00,29.33,30.05,9.1,21,9.2
2009-08-26,1,73,62,68,-2,62,64,0,3,1837,1837,RA BR,0,M,0.0,0.93,29.36,30.08,5.2,2,7.8
2009-08-27,1,67,61,64,-6,60,61,1,0,1835,1835,RA BR,0,M,0.0,0.95,29.36,30.08,9.1,7,9.7
2009-08-28,1,68,60,64,-6,61,62,1,0,1834,1834,RA BR,0,M,0.0,0.22,29.18,29.93,3.4,2,5.7
2009-08-29,1,69,56,63,-7,51,56,2,0,1832,1832,RA DZ BR,0,M,0.0,0.02,29.18,29.89,11.4,31,11.8
2009-08-30,1,66,51,59,-11,47,52,6,0,1831,1831, ,0,M,0.0,0.00,29.44,30.14,8.2,1,9.3
2009-08-31,1,68,49,59,-10,44,52,6,0,1829,1829, ,0,M,0.0,0.00,29.55,30.27,4.8,3,6.0
2009-09-01,1,72,47,60,-8,47,53,5,0,1827,1827, ,0,M,0.0,0.00,29.57,30.31,3.3,4,3.4
2009-09-02,1,73,50,62,-6,50,56,3,0,1826,1826, ,0,M,0.0,0.00,29.51,30.25,4.1,6,5.1
2009-09-03,1,75,56,66,-2,54,59,0,1,1824,1824, ,0,M,0.0,0.00,29.42,30.16,4.7,5,6.0
2009-09-04,1,75,54,65,-3,54,59,0,0,1822,1822,BR,0,M,0.0,0.00,29.44,30.15,3.6,4,4.1
2009-09-05,1,78,54,66,-1,57,61,0,1,1821,1821,BR HZ,0,M,0.0,0.00,29.49,30.21,4.3,4,5.3
2009-09-06,1,77,61,69, 2,59,63,0,4,1819,1819,RA BR HZ,0,M,0.0,0.03,29.47,30.19,4.2,5,5.3
2009-09-08,1,78,60,69, 3,60,63,0,4,1815,1815, ,0,M,0.0,0.00,29.36,30.07,6.6,3,7.3
2009-09-09,1,78,65,72, 6,63,65,0,7,1814,1814,BR HZ,0,M,0.0,0.00,29.42,30.14,6.1,6,6.9
2009-09-10,1,81,64,73, 7,62,65,0,8,1812,1812,BR HZ,0,M,0.0,0.00,29.48,30.2,6.0,6,6.8
2009-09-11,1,80,61,71, 6,59,63,0,6,1810,1810,BR,0,M,0.0,0.00,29.44,30.17,5.1,7,5.6
2009-09-12,1,79,58,69, 4,60,63,0,4,1809,1809,FG+ BR,0,M,0.0,0.00,29.41,30.14,3.7,3,4.8
2009-09-13,1,80,58,69, 4,54,60,0,4,1807,1807,FG+ MIFG BR,0,M,0.0,0.00,29.39,30.12,1.5,7,3.0
2009-09-14,1,84,58,71, 7,55,61,0,6,1805,1805, ,0,M,0.0,0.00,29.34,30.07,0.1,33,2.1
2009-09-15,1,82,64,73, 9,59,63,0,8,1803,1803, ,0,M,0.0,0.00,29.36,30.07,6.2,2,7.8
2009-09-16,1,71,59,65, 1,54,59,0,0,1760,1760, ,0,M,0.0,0.00,29.49,30.2,11.0,5,11.4
2009-09-17,1,72,50,61,-3,52,56,4,0,1758,1758, ,0,M,0.0,0.00,29.45,30.18,3.4,5,4.2
2009-09-18,1,79,50,65, 1,55,59,0,0,1756,1756,BR,0,M,0.0,0.00,29.46,30.18,5.1,2,6.4
2009-09-19,1,76,55,66, 3,55,59,0,1,1755,1755, ,0,M,0.0,0.00,29.48,30.21,3.2,10,5.9
2009-09-20,1,73,54,64, 2,56,60,1,0,1753,1753,RA DZ BR,0,M,0.0,0.75,29.28,30.04,6.4,7,7.9
2009-09-21,1,67,60,64, 2,59,61,1,0,1751,1751,DZ BR HZ,0,M,0.0,  T,29.26,29.98,3.5,23,4.6
2009-09-22,1,77,59,68, 6,65,67,0,3,1749,1749,BR HZ,0,M,0.0,0.00,29.28,29.98,5.2,17,7.7
2009-09-23,1,76,62,69, 8,62,64,0,4,1748,1748,BR,0,M,0.0,0.00,29.42,30.12,0.6,32,4.0
2009-09-24,1,73,64,69, 8,63,65,0,4,1746,1746,BR,0,M,0.0,0.00,29.44,30.16,4.3,6,4.7
2009-09-25,1,70,60,65, 4,57,60,0,0,1744,1744,RA DZ BR,0,M,0.0,0.16,29.39,30.12,5.4,11,7.3
2009-09-26,1,69,55,62, 2,56,59,3,0,1742,1742,BR,0,M,0.0,0.00,29.15,29.91,4.0,27,4.6
2009-09-27,1,74,50,62, 2,53,57,3,0,1741,1741,TSRA RA FG BR,0,M,0.0,0.08,28.84,29.59,8.2,22,10.2
2009-09-28,1,62,49,56,-3,42,49,9,0,1739,1739,RA,0,M,0.0,0.01,28.91,29.61,20.3,29,20.7
2009-09-29,1,60,48,54,-5,42,48,11,0,1737,1737, ,0,M,0.0,0.00,29.28,29.96,9.0,33,10.3
2009-09-30,1,62,47,55,-4,40,47,10,0,1735,1735, ,0,M,0.0,0.00,29.39,30.11,5.7,3,6.8
2009-10-01,1,59,41,50,-8,46,49,15,0,1734,1734,RA BR,0,M,0.0,0.89,29.13,29.9,9.1,13,9.5
2009-10-02,1,56,47,52,-6,46,48,13,0,1732,1732,RA BR,0,M,0.0,0.21,28.8,29.55,10.5,21,12.0
2009-10-03,1,57,47,52,-5,47,49,13,0,1730,1730,RA DZ BR,0,M,0.0,0.11,29.02,29.7,6.9,26,7.4
2009-10-04,1,60,45,53,-4,43,47,12,0,1729,1729, ,0,M,0.0,  T,29.28,29.98,9.0,28,9.2
2009-10-05,1,62,43,53,-4,42,47,12,0,1727,1727, ,0,M,0.0,0.00,29.29,30.03,1.8,8,5.4
2009-10-06,1,61,49,55,-1,47,51,10,0,1725,1725,RA DZ BR,0,M,0.0,0.03,28.9,29.65,8.8,24,14.9
2009-10-07,1,60,45,53,-3,39,46,12,0,1724,1724, ,0,M,0.0,0.00,29.24,29.95,9.2,26,10.8
2009-10-08,1,53,45,49,-7,46,48,16,0,1722,1722,RA DZ BR,0,M,0.0,0.12,29.18,29.92,3.3,21,4.8
2009-10-09,1,52,39,46,-9,43,45,19,0,1720,1720,RA BR,0,M,0.0,0.46,29.21,29.93,9.4,34,10.0
2009-10-10,1,48,31,40,-15,30,35,25,0,1719,1719, ,0,M,0.0,0.00,29.49,30.21,7.4,28,7.7
2009-10-11,1,44,29,37,-17,22,32,28,0,1717,1717, ,0,M,0.0,0.00,29.6,30.35,1.5,33,5.0
2009-10-12,1,48,41,45,-9,36,41,20,0,1715,1715,RA DZ BR,0,M,0.0,0.02,29.44,30.18,0.6,19,3.8
2009-10-13,1,47,34,41,-12,32,38,24,0,1714,1714, ,0,M,0.0,0.00,29.6,30.35,8.5,1,10.0
2009-10-14,1,48,42,45,-8,36,41,20,0,1712,1712,RA DZ BR,0,M,0.0,0.03,29.4,30.17,11.0,9,11.5
2009-10-15,1,44,41,43,-10,38,40,22,0,1711,1711,RA DZ BR,0,M,0.0,0.29,29.26,30.0,8.2,6,9.1
2009-10-16,1,45,39,42,-10,36,39,23,0,1709,1709,RA,0,M,  T,0.04,29.41,30.13,8.2,35,8.2
2009-10-17,1,52,36,44,-8,33,39,21,0,1707,1707,DZ,0,M,0.0,  T,29.57,30.3,8.0,34,8.2
2009-10-18,1,53,31,42,-9,33,39,23,0,1706,1706, ,0,M,0.0,0.00,29.49,30.25,6.1,21,6.9
2009-10-19,1,65,44,55, 4,41,47,10,0,1704,1704, ,0,M,0.0,0.00,29.25,30.0,11.4,21,11.5
2009-10-20,1,62,48,55, 5,48,52,10,0,1703,1703,RA,0,M,0.0,0.03,29.31,30.03,4.0,19,5.3
2009-10-21,1,69,55,62,12,52,56,3,0,1701,1701,RA,0,M,0.0,  T,29.25,29.99,11.4,21,11.5
2009-10-22,1,58,48,53, 3,48,50,12,0,1660,1660,RA BR,0,M,0.0,1.03,29.18,29.94,8.4,5,13.0
2009-10-23,1,61,42,52, 3,49,50,13,0,1658,1658,RA DZ BR,0,M,0.0,0.89,28.73,29.48,6.2,18,16.2
2009-10-24,1,50,38,44,-5,37,40,21,0,1657,1657,RA DZ BR,0,M,0.0,0.04,29.03,29.73,8.3,26,8.9
2009-10-25,1,62,44,53, 5,45,49,12,0,1656,1656,RA BR,0,M,0.0,0.27,29.26,29.96,5.5,19,6.9
2009-10-26,1,55,49,52, 4,48,49,13,0,1654,1654,RA BR,0,M,0.0,0.11,29.28,30.02,4.9,21,7.5
2009-10-27,1,51,45,48, 0,45,47,17,0,1653,1653,RA BR,0,M,0.0,0.06,29.19,29.94,4.4,5,6.5
2009-10-28,1,57,50,54, 7,49,51,11,0,1651,1651,BR HZ,0,M,0.0,0.00,29.28,29.99,3.1,14,4.3
2009-10-29,1,60,47,54, 7,50,52,11,0,1650,1650,RA BR HZ,0,M,0.0,0.60,29.21,29.98,12.5,14,12.7
2009-10-30,1,67,46,57,11,53,56,8,0,1649,1649,RA DZ BR,0,M,0.0,0.81,28.79,29.55,15.6,20,17.4
2009-10-31,1,46,35,41,-5,31,38,24,0,1647,1647, ,0,M,0.0,  T,29.18,29.86,11.1,26,11.5
2010-05-01,1,70,58,64,11,53,58,1,0,1849,1849,RA BR,0,M,0.0,0.11,28.89,29.6,9.1,21,9.4
2010-05-02,1,69,53,61, 7,52,56,4,0,1850,1850,RA BR,0,M,0.0,0.93,28.9,29.61,4.4,25,6.1
2010-05-03,1,72,50,61, 7,45,53,4,0,1851,1851, ,0,M,0.0,0.00,29.07,29.77,8.8,25,9.4
2010-05-04,1,79,50,65,11,44,54,0,0,1852,1852, ,0,M,0.0,0.00,29.05,29.77,13.9,21,14.2
2010-05-05,1,72,56,64, 9,37,51,1,0,1853,1853, ,0,M,0.0,  T,29.08,29.77,10.2,27,12.8
2010-05-06,1,63,46,55, 0,39,46,10,0,1855,1855,TSRA,0,M,0.0,0.01,29.27,29.99,5.7,3,9.1
2010-05-07,1,59,45,52,-3,46,48,13,0,1856,1856,TSRA RA BR,0,M,0.0,0.72,28.98,29.73,2.6,34,13.2
2010-05-08,1,50,42,46,-10,35,41,19,0,1857,1857,RA,0,M,0.0,0.02,29.36,30.05,14.5,30,15.2
2010-05-09,1,58,38,48,-8,29,40,17,0,1858,1858, ,0,M,0.0,0.00,29.59,30.31,2.5,35,6.4
2010-05-10,1,58,41,50,-6,31,42,15,0,1859,1859,RA,0,M,0.0,  T,29.47,30.24,13.5,11,14.2
2010-05-11,1,52,44,48,-9,46,47,17,0,1860,1860,RA DZ BR,0,M,0.0,0.97,29.16,29.9,5.6,9,9.9
2010-05-12,1,51,44,48,-9,45,46,17,0,1901,1901,TSRA RA FG BR,0,M,0.0,0.12,29.36,30.1,8.9,6,10.4
2010-05-13,1,73,48,61, 3,53,55,4,0,1902,1902,TSRA RA BR,0,M,0.0,1.49,29.23,29.93,4.8,25,12.3
2010-05-14,1,66,47,57,-1,44,50,8,0,1903,1903, ,0,M,0.0,0.00,29.46,30.17,10.9,26,11.2
2010-05-15,1,61,43,52,-6,42,48,13,0,1904,1904, ,0,M,0.0,0.00,29.53,30.26,4.1,4,5.8
2010-05-16,1,66,41,54,-5,43,49,11,0,1905,1905, ,0,M,0.0,0.00,29.44,30.18,9.7,5,10.1
2010-05-17,1,58,50,54,-5,42,48,11,0,1906,1906,RA,0,M,0.0,0.01,29.29,30.04,9.6,3,9.8
2010-05-18,1,65,46,56,-4,40,48,9,0,1907,1907, ,0,M,0.0,0.00,29.26,29.99,9.1,3,9.8
2010-05-19,1,74,44,59,-1,39,51,6,0,1908,1908, ,0,M,0.0,0.00,29.31,30.02,5.7,4,6.4
2010-05-20,1,74,47,61, 0,49,55,4,0,1909,1909,RA,0,M,0.0,0.05,29.29,30.02,6.8,13,7.8
2010-05-21,1,73,56,65, 4,58,60,0,0,1910,1910,RA DZ BR HZ,0,M,0.0,0.21,29.15,29.88,4.6,10,6.3
2010-05-22,1,74,58,66, 5,59,61,0,1,1911,1911,FG+ BR HZ,0,M,0.0,0.00,29.23,29.94,3.4,12,5.4
2010-05-23,1,89,62,76,15,66,69,0,11,1912,1912, ,0,M,0.0,0.00,29.26,29.97,9.8,18,10.0
2010-05-24,1,91,70,81,19,67,72,0,16,1913,1913, ,0,M,0.0,0.00,29.33,30.03,6.6,14,8.2
2010-05-25,1,88,69,79,17,62,68,0,14,1914,1914, ,0,M,0.0,0.00,29.33,30.04,5.1,13,7.8
2010-05-26,1,87,66,77,15,63,68,0,12,1915,1915, ,0,M,0.0,  T,29.29,30.0,3.1,3,4.5
2010-05-27,1,77,61,69, 7,50,59,0,4,1916,1916, ,0,M,0.0,0.00,29.31,30.03,10.4,3,10.7
2010-05-28,1,79,57,68, 5,50,58,0,3,1916,1916, ,0,M,0.0,0.00,29.28,30.01,7.8,3,8.4
2010-05-29,1,86,59,73, 9,57,63,0,8,1917,1917, ,0,M,0.0,0.00,29.23,29.95,5.0,5,5.8
2010-05-30,1,91,61,76,12,59,66,0,11,1918,1918, ,0,M,0.0,0.00,29.16,29.88,4.6,18,5.9
2010-05-31,1,81,66,74,10,64,67,0,9,1919,1919,TSRA RA BR,0,M,0.0,0.26,29.15,29.86,0.6,24,4.7
2010-06-01,1,85,63,74,10,62,67,0,9,1920,1920,BR HZ,0,M,0.0,0.00,29.1,29.84,5.1,19,6.0
2010-06-02,1,77,57,67, 3,61,64,0,2,1920,1920,TSRA RA BR,0,M,0.0,1.02,29.0,29.71,3.6,34,8.7
2010-06-03,1,71,56,64, 0,46,55,1,0,1921,1921, ,0,M,0.0,0.00,29.1,29.81,6.7,4,7.8
2010-06-04,1,83,57,70, 6,60,65,0,5,1922,1922, ,0,M,0.0,0.00,29.0,29.73,7.8,22,9.8
2010-06-05,1,79,60,70, 5,65,67,0,5,1923,1923,RA BR,0,M,0.0,0.15,28.95,29.66,5.0,23,7.8
2010-06-06,1,76,55,66, 0,55,59,0,1,1923,1923,RA,0,M,0.0,  T,29.16,29.84,9.2,32,11.2
2010-06-07,1,70,54,62,-4,49,55,3,0,1924,1924, ,0,M,0.0,0.00,29.34,30.05,6.4,8,6.9
2010-06-08,1,67,58,63,-3,57,59,2,0,1925,1925,RA BR,0,M,0.0,0.45,29.22,29.97,8.8,13,10.1
2010-06-09,1,83,65,74, 8,56,63,0,9,1925,1925,BR,0,M,0.0,0.00,29.13,29.84,10.2,28,10.8
2010-06-10,1,77,58,68, 1,54,60,0,3,1926,1926, ,0,M,0.0,0.00,29.26,29.96,4.8,7,6.7
2010-06-11,1,89,64,77,10,67,71,0,12,1926,1926,TS RA,0,M,0.0,0.02,29.18,29.89,8.8,19,10.5
2010-06-12,1,77,62,70, 2,63,65,0,5,1927,1927,TSRA RA BR,0,M,0.0,0.34,29.25,29.96,3.9,4,8.1
2010-06-13,1,71,62,67,-1,62,64,0,2,1927,1927,RA BR,0,M,0.0,0.25,29.26,29.98,3.5,9,5.0
2010-06-14,1,70,60,65,-3,61,62,0,0,1928,1928,RA BR,0,M,0.0,  T,29.23,29.94,6.2,4,6.6
2010-06-15,1,79,60,70, 2,66,67,0,5,1928,1928,RA BR,0,M,0.0,0.59,29.16,29.89,2.2,19,5.5
2010-06-16,1,82,63,73, 4,61,65,0,8,1929,1929, ,0,M,0.0,0.00,29.28,29.98,5.9,28,9.0
2010-06-17,1,84,64,74, 5,62,67,0,9,1929,1929, ,0,M,0.0,0.00,29.3,30.01,5.8,14,7.5
2010-06-18,1,90,67,79, 9,66,69,0,14,1929,1929,TSRA BR,0,M,0.0,0.87,29.18,29.92,6.8,21,10.4
2010-06-19,1,85,66,76, 6,61,66,0,11,1930,1930, ,0,M,0.0,0.00,29.24,29.94,9.8,28,10.6
2010-06-20,1,81,64,73, 3,61,65,0,8,1930,1930, ,0,M,0.0,  T,29.34,30.04,3.8,8,4.7
2010-06-21,1,85,67,76, 6,66,69,0,11,1930,1930,TSRA BR,0,M,0.0,0.22,29.26,29.97,5.6,16,8.4
2010-06-22,1,85,69,77, 7,68,71,0,12,1931,1931, ,0,M,0.0,0.00,29.28,29.98,5.9,23,6.9
2010-06-23,1,87,69,78, 8,70,71,0,13,1931,1931,TS TSRA RA BR,0,M,0.0,0.87,29.16,29.89,10.2,22,11.5
2010-06-24,1,84,65,75, 4,60,65,0,10,1931,1931, ,0,M,0.0,0.00,29.33,30.03,5.4,32,8.7
2010-06-25,1,84,62,73, 2,62,67,0,8,1931,1931, ,0,M,0.0,0.00,29.28,30.0,6.4,20,7.3
2010-06-26,1,87,69,78, 7,66,70,0,13,1931,1931,TS TSRA,0,M,0.0,0.85,29.1,29.83,1.0,11,6.7
2010-06-27,1,85,72,79, 8,70,73,0,14,1931,1931, ,0,M,0.0,0.54,28.9,29.62,7.4,24,9.1
2010-06-28,1,82,63,73, 2,59,65,0,8,1931,1931, ,0,M,0.0,0.00,29.08,29.76,9.4,31,11.3
2010-06-29,1,75,59,67,-4,53,59,0,2,1931,1931, ,0,M,0.0,0.00,29.41,30.09,6.2,4,7.5
2010-06-30,1,75,56,66,-6,50,57,0,1,1931,1931, ,0,M,0.0,0.00,29.54,30.25,3.7,4,6.0
2010-07-01,1,77,55,66,-6,48,57,0,1,1931,1931, ,0,M,0.0,0.00,29.59,30.33,5.0,9,5.5
2010-07-02,1,83,59,71,-1,53,61,0,6,1931,1931, ,0,M,0.0,0.00,29.47,30.2,7.9,19,8.1
2010-07-03,1,87,60,74, 2,56,63,0,9,1931,1931, ,0,M,0.0,0.00,29.31,30.04,8.5,20,9.0
2010-07-04,1,91,68,80, 8,66,71,0,15,1930,1930, ,0,M,0.0,0.00,29.2,29.91,10.2,22,10.5
2010-07-05,1,91,78,85,13,64,71,0,20,1930,1930, ,0,M,0.0,0.00,29.2,29.9,15.0,20,15.3
2010-07-06,1,90,73,82,10,69,73,0,17,1930,1930,TSRA RA,0,M,0.0,0.37,29.26,29.96,8.4,22,9.0
2010-07-07,1,93,71,82,10,70,73,0,17,1930,1930,BR,0,M,0.0,0.20,29.34,30.03,3.5,23,6.3
2010-07-08,1,88,73,81, 8,70,73,0,16,1929,1929,TSRA RA BR,0,M,0.0,0.16,29.27,29.99,2.7,32,5.4
2010-07-09,1,88,70,79, 6,59,67,0,14,1929,1929, ,0,M,0.0,  T,29.26,29.98,6.3,36,7.5
2010-07-10,1,89,69,79, 6,61,68,0,14,1929,1929, ,0,M,0.0,0.00,29.23,29.95,6.3,28,8.0
2010-07-11,1,85,66,76, 3,63,67,0,11,1928,1928,TSRA RA BR,0,M,0.0,0.79,29.08,29.81,5.6,23,7.8
2010-07-12,1,84,65,75, 2,65,68,0,10,1928,1928,BR,0,M,0.0,  T,29.05,29.76,1.7,35,3.9
2010-07-13,1,84,70,77, 4,65,69,0,12,1927,1927, ,0,M,0.0,0.17,29.18,29.87,5.4,10,6.1
2010-07-14,1,90,70,80, 7,71,74,0,15,1927,1927,BR,0,M,0.0,0.00,29.25,29.96,9.2,17,10.1
2010-07-15,1,90,71,81, 7,69,73,0,16,1926,1926, ,0,M,0.0,0.01,29.21,29.91,7.0,27,10.1
2010-07-16,1,90,67,79, 5,62,68,0,14,1925,1925, ,0,M,0.0,0.00,29.23,29.95,7.4,25,8.1
2010-07-17,1,93,71,82, 8,63,70,0,17,1925,1925, ,0,M,0.0,0.00,29.18,29.89,5.6,28,6.9
2010-07-18,1,92,72,82, 8,69,73,0,17,1924,1924, ,0,M,0.0,0.01,29.1,29.82,7.0,25,9.7
2010-07-19,1,84,69,77, 3,66,70,0,12,1923,1923,RA,0,M,0.0,0.01,29.18,29.89,2.3,24,4.9
2010-07-20,1,86,68,77, 3,68,70,0,12,1923,1923, ,0,M,0.0,  T,29.21,29.92,5.4,23,7.2
2010-07-21,1,91,72,82, 8,65,70,0,17,1922,1922, ,0,M,0.0,0.00,29.29,30.0,4.7,31,6.8
